17 7 1 6 1 5 34 84 210 134 63 67 59 73 50 72 87 187 123 95 51 39 36 15
14 5 1 1 4 8 17 70 158 117 44 53 61 77 64 68 90 159 139 92 68 52 36 27
21 6 2 1 1 5 27 68 217 166 63 59 78 73 62 65 97 161 120 96 53 41 34 27
9 3 2 1 1 4 16 60 157 101 49 30 29 31 38 41 80 149 109 89 62 58 26 23
13 7 1 1 1 7 28 87 220 127 51 64 86 82 91 90 99 205 155 103 71 43 46 31
14 7 3 2 1 4 24 74 216 140 44 64 71 110 84 74 125 211 174 101 63 47 43 53
32 8 7 8 1 7 50 116 272 169 95 113 185 176 191 172 232 327 224 162 124 72 107 77
9 10 3 2 1 6 11 35 73 114 49 59 115 83 85 55 102 189 157 90 62 63 50 39
12 4 2 1 1 7 29 83 228 150 66 89 97 87 95 106 118 228 187 107 87 70 44 46
6 8 5 2 2 7 32 114 259 156 78 81 111 107 89 85 113 223 153 118 76 53 64 37
29 16 14 5 3 10 36 123 280 210 117 159 195 175 174 173 204 332 331 190 149 113 118 86
18 5 5 2 5 9 32 104 237 166 68 75 145 138 133 122 150 225 198 135 81 75 43 39
6 4 7 4 3 12 28 95 206 173 75 89 95 110 87 111 167 281 241 136 77 93 74 53
25 9 13 1 1 9 35 113 221 185 73 98 80 42 15 25 60 148 62 53 63 54 51 35
27 15 18 3 3 13 47 149 300 178 122 136 200 180 163 162 243 331 263 209 118 102 80 64
33 24 9 2 3 16 49 180 346 195 136 106 80 40 36 75 62 69 51 55 47 28 24 17
48 31 10 5 6 25 71 240 421 230 156 157 223 308 248 252 299 508 439 270 194 195 146 113
56 32 16 9 1 16 82 222 450 188 127 165 246 253 213 260 344 553 470 292 190 152 151 120
52 20 11 4 5 25 82 157 387 233 130 146 223 226 190 198 300 491 398 270 152 154 132 119
48 25 8 5 5 28 117 319 517 234 148 196 255 232 197 242 330 554 473 302 220 195 152 115
69 50 18 12 7 31 81 249 418 227 153 166 243 209 239 356 419 491 399 279 144 151 141 127
68 22 12 5 6 28 106 277 502 230 161 192 259 248 240 212 349 558 564 391 293 247 171 171
69 23 13 6 4 28 104 267 452 213 111 153 207 189 165 212 285 517 463 306 250 218 185 146
24 23 13 6 6 13 97 250 454 224 170 181 243 204 215 243 355 552 450 328 232 208 175 178
63 28 14 5 9 20 91 268 466 231 145 203 201 221 229 216 327 557 452 385 288 233 167 172
68 31 13 11 6 30 108 243 492 260 170 214 263 292 303 381 427 461 422 318 269 218 222 140
47 34 22 6 11 27 102 332 457 241 138 165 213 229 216 141 132 167 316 270 250 204 169 151
80 20 38 7 10 23 120 274 564 207 166 210 238 247 265 237 361 587 496 394 343 261 223 167
60 24 14 7 13 19 96 252 322 208 115 109 115 123 101 133 182 306 284 250 212 190 149 103
57 34 13 11 6 27 90 254 384 179 106 161 135 156 148 169 233 421 362 241 206 163 174 116
54 19 19 6 7 16 101 270 454 226 163 147 216 204 245 210 330 550 466 372 291 173 188 139
65 23 15 9 5 26 76 264 426 205 130 156 222 253 186 249 334 516 465 385 287 226 231 151
62 20 8 3 8 17 93 263 398 218 165 165 222 232 220 222 327 527 425 165 58 107 122 106
51 23 20 11 8 26 105 266 404 230 123 214 243 237 219 249 343 489 410 290 222 190 152 136
64 32 20 8 4 20 76 259 456 220 140 192 260 279 283 346 381 455 355 287 196 149 147 98
16 8 8 2 3 14 57 108 288 136 29 72 75 122 148 188 285 505 410 349 210 203 160 148
48 26 10 6 4 32 93 299 409 210 140 179 251 223 225 203 358 566 482 315 225 163 167 126
52 31 20 8 13 22 104 254 317 111 35 21 29 34 24 61 56 99 234 248 179 138 157 148
60 23 15 3 8 26 98 297 456 237 168 217 254 266 266 245 360 591 511 374 230 206 159 132
67 28 5 10 5 27 87 242 417 241 174 230 235 305 256 270 419 563 465 294 197 166 146 136
39 24 6 7 8 17 94 147 209 180 125 87 75 132 156 230 344 481 423 248 196 178 143 95
50 26 18 7 6 31 85 233 402 222 138 174 240 206 198 235 302 524 397 253 184 143 113 117
44 16 4 8 10 25 75 205 374 229 130 168 213 228 185 215 308 446 368 204 143 74 36 39
43 17 10 8 7 23 66 245 395 254 134 162 197 194 201 237 290 480 374 196 186 123 115 89
66 19 11 6 8 13 46 121 258 201 200 170 239 236 247 216 238 310 208 199 109 83 91 73
30 10 10 2 5 22 71 216 375 213 115 140 165 177 154 178 209 378 328 190 137 111 97 59
29 14 10 2 7 5 13 35 74 95 142 226 272 283 272 310 261 184 153 134 95 85 58 33
38 15 10 1 3 23 87 205 445 246 105 160 204 207 170 199 276 411 372 265 190 111 102 95
34 14 12 6 2 20 63 199 385 264 126 136 173 168 187 189 250 362 318 199 150 140 129 94
72 31 23 5 5 26 82 231 459 243 132 144 173 137 128 153 224 365 295 214 152 102 106 75
9 12 13 4 2 8 40 92 182 156 104 174 170 194 200 203 181 140 95 76 50 32 47 25
30 20 12 6 2 10 32 95 205 194 118 171 197 207 245 292 283 242 182 112 91 95 85 73
25 8 5 4 3 13 70 205 447 241 116 138 191 204 178 222 294 476 419 272 177 154 135 101
42 12 14 7 3 21 73 177 419 214 103 114 154 154 129 138 233 332 301 206 136 102 65 65
27 15 11 4 3 19 68 185 425 263 97 123 124 156 115 156 174 349 301 192 142 104 72 38
38 29 13 8 4 24 72 134 220 107 126 105 180 201 176 197 267 422 383 251 159 135 119 86
38 22 6 4 2 17 88 226 441 270 129 164 216 198 170 216 311 488 385 267 163 134 119 77
43 13 16 5 2 17 64 230 448 275 124 153 176 192 146 191 268 396 359 262 151 122 113 65
34 18 12 1 1 16 71 226 520 283 116 142 198 205 170 221 307 465 377 282 171 129 107 82
46 18 5 5 2 26 82 272 469 244 141 163 228 183 31 94 178 256 300 233 167 152 106 86
46 20 6 3 2 24 92 262 549 314 132 194 234 222 205 78 50 128 160 174 100 101 75 23
54 26 11 7 1 29 85 268 501 284 159 187 201 224 178 238 343 566 470 244 159 141 107 86
57 26 4 3 3 32 99 278 562 312 180 207 294 260 202 107 129 258 408 296 235 152 148 126
95 50 32 10 3 34 116 346 662 380 275 318 471 428 432 472 589 957 830 686 445 284 271 176
59 27 7 7 2 26 86 289 593 321 187 201 270 242 229 280 367 606 560 395 209 220 153 123
61 38 11 8 5 23 80 246 508 376 238 291 337 411 490 537 536 655 484 412 252 190 158 113
55 30 11 11 5 21 84 296 563 330 192 233 322 358 348 352 463 738 671 427 286 189 215 198
64 25 21 10 3 25 113 359 700 359 237 254 362 381 394 407 580 819 668 492 341 287 202 187
73 35 22 3 6 19 120 315 592 334 236 233 307 306 300 324 440 702 654 441 289 208 158 116
89 48 11 14 4 24 135 356 618 294 199 258 171 278 242 343 440 643 641 452 313 235 232 256
64 46 31 13 9 26 135 351 620 322 210 291 348 363 334 439 525 779 596 503 341 270 234 180
70 49 21 14 11 34 182 515 745 361 255 334 360 395 350 391 568 812 669 483 337 258 251 174
73 42 23 14 9 30 113 359 583 340 232 283 321 333 367 466 584 653 522 404 350 255 212 166
86 34 16 4 6 45 141 402 694 298 204 235 310 316 254 258 222 227 110 45 39 85 23 73
77 29 19 8 10 29 139 428 700 382 249 264 369 416 373 397 523 793 723 555 408 339 291 215
94 51 15 5 14 33 151 430 653 366 216 286 403 393 376 377 558 823 693 467 385 333 321 222
93 31 12 7 10 38 122 359 613 333 185 236 254 300 263 284 380 646 505 362 202 217 197 174
114 42 18 8 10 45 163 380 624 300 171 188 226 239 233 230 351 539 464 363 308 236 163 48
102 29 17 7 6 35 131 353 585 304 210 233 331 293 275 285 369 576 560 418 336 300 288 164
95 59 17 9 11 34 127 380 713 414 268 288 379 374 369 353 492 835 631 488 389 299 263 212
34 11 19 36 9 42 126 360 691 373 233 212 274 156 229 216 436 715 622 402 251 122 135 166
97 54 26 12 8 37 139 410 676 363 231 251 299 314 326 323 499 699 622 516 354 260 199 189
71 43 14 6 12 37 163 421 668 396 249 263 338 345 331 380 492 741 671 469 389 278 202 196
85 41 20 9 7 33 44 133 119 220 193 251 315 290 307 324 467 730 640 492 370 286 218 192
88 54 19 6 9 36 157 379 668 378 231 303 365 357 328 383 488 791 669 491 359 255 213 121
111 42 16 8 8 38 151 425 744 389 262 281 371 351 338 350 515 812 736 536 363 306 251 178
82 32 20 5 7 29 108 421 690 398 256 309 410 368 436 526 528 617 546 452 356 303 277 174
96 29 11 9 8 40 140 486 719 344 224 296 323 354 253 331 470 772 792 568 391 301 299 248
87 41 30 14 12 41 152 454 766 347 246 280 409 408 371 367 563 894 808 579 404 312 229 195
66 49 14 12 10 49 165 503 757 383 225 321 389 421 412 423 567 846 805 588 369 312 295 186
17 13 10 7 12 38 138 394 705 426 245 361 380 410 399 392 502 808 667 508 336 237 220 190
102 46 11 16 11 41 137 428 785 384 260 304 468 424 400 470 634 900 761 500 372 267 264 171
68 37 16 6 8 35 143 392 745 400 275 313 387 381 371 455 520 837 642 493 308 190 160 100
56 16 10 5 6 36 131 154 467 389 224 252 332 375 365 395 565 425 233 232 229 206 190 131
71 36 19 13 5 50 144 421 734 403 197 290 392 337 351 448 582 817 665 471 311 292 217 178
50 24 10 3 7 26 122 357 687 382 204 221 292 294 262 306 421 638 522 374 221 156 149 119
55 20 12 9 14 27 131 341 693 327 197 251 262 299 274 356 434 654 496 361 255 199 163 162
65 21 9 6 5 36 130 367 711 351 198 218 290 278 251 267 383 580 505 332 227 178 162 128
32 13 5 1 4 10 20 77 94 112 201 251 379 424 435 447 357 300 208 154 142 98 79 67
